Num,Accession ID,Lineage,Type
5111,EPI_ISL_5546294,AY.103,Delta
5112,EPI_ISL_5546915,AY.25.1,Delta
5113,EPI_ISL_5552347,AY.25,Delta
5114,EPI_ISL_5552436,AY.37,Delta
5115,EPI_ISL_5552966,AY.75,Delta
5116,EPI_ISL_5555472,AY.26,Delta
5117,EPI_ISL_5560724,AY.113,Delta
5118,EPI_ISL_5566572,AY.103,Delta
5119,EPI_ISL_5566850,AY.25,Delta
5120,EPI_ISL_5567879,AY.26,Delta
5121,EPI_ISL_5568155,AY.26,Delta
5122,EPI_ISL_5571563,AY.3,Delta
5123,EPI_ISL_5571753,AY.120.1,Delta
5124,EPI_ISL_5573382,AY.103,Delta
5125,EPI_ISL_5575067,AY.25,Delta
5126,EPI_ISL_5575169,AY.3,Delta
5127,EPI_ISL_5576086,AY.25,Delta
5128,EPI_ISL_5576207,AY.25.3,Delta
5129,EPI_ISL_5576359,AY.46.4,Delta
5130,EPI_ISL_5576915,AY.103,Delta
5131,EPI_ISL_5576941,AY.119,Delta
5132,EPI_ISL_5580692,AY.100,Delta
5133,EPI_ISL_5581049,AY.25,Delta
5134,EPI_ISL_5582692,AY.25,Delta
5135,EPI_ISL_5583742,AY.25.3,Delta
5136,EPI_ISL_5584419,AY.103,Delta
5137,EPI_ISL_5585049,AY.75,Delta
5138,EPI_ISL_5585408,AY.119.2,Delta
5139,EPI_ISL_5585553,AY.3,Delta
5140,EPI_ISL_5585986,AY.47,Delta
5141,EPI_ISL_5586787,B.1.617.2,Delta
5142,EPI_ISL_5586800,AY.44,Delta
5143,EPI_ISL_5587751,B.1.617.2,Delta
5144,EPI_ISL_5587805,B.1.617.2,Delta
5145,EPI_ISL_5588252,AY.125,Delta
5146,EPI_ISL_5588267,AY.122,Delta
5147,EPI_ISL_5591079,AY.121,Delta
5148,EPI_ISL_5591243,AY.26,Delta
5149,EPI_ISL_5591437,AY.47,Delta
5150,EPI_ISL_5593731,AY.4.6,Delta
5151,EPI_ISL_5596879,AY.39,Delta
5152,EPI_ISL_5598554,B.1.2,B.1 Type
5153,EPI_ISL_5600352,AY.33,Delta
5154,EPI_ISL_5602940,B.1.617.2,Delta
5155,EPI_ISL_5607256,AY.43,Delta
5156,EPI_ISL_5608933,AY.4.2.2,Delta
5157,EPI_ISL_5616292,AY.24,Delta
5158,EPI_ISL_5617023,AY.100,Delta
5159,EPI_ISL_5621206,AY.99.2,Delta
5160,EPI_ISL_5622671,B.1.617.2,Delta
5161,EPI_ISL_5624064,AY.126,Delta
5162,EPI_ISL_5624313,AY.121,Delta
5163,EPI_ISL_5624548,AY.25,Delta
5164,EPI_ISL_5626848,AY.72,Delta
5165,EPI_ISL_5633025,AY.65,Delta
5166,EPI_ISL_5633754,AY.127,Delta
5167,EPI_ISL_5634076,AY.112,Delta
5168,EPI_ISL_5634293,AY.69,Delta
5169,EPI_ISL_5634825,AY.69,Delta
5170,EPI_ISL_5634863,AY.69,Delta
5171,EPI_ISL_5634870,AY.69,Delta
5172,EPI_ISL_5640192,P.1,Gamma
5173,EPI_ISL_5640463,AY.43,Delta
5174,EPI_ISL_5640838,AY.68,Delta
5175,EPI_ISL_5640855,AY.122.2,Delta
5176,EPI_ISL_5641270,AY.122,Delta
5177,EPI_ISL_5641273,AY.122,Delta
5178,EPI_ISL_5641342,AY.34,Delta
5179,EPI_ISL_5641476,AY.122,Delta
5180,EPI_ISL_5642303,AY.20,Delta
5181,EPI_ISL_5642376,AY.44,Delta
5182,EPI_ISL_5642627,AY.44,Delta
5183,EPI_ISL_5642693,AY.44,Delta
5184,EPI_ISL_5643011,AY.44,Delta
5185,EPI_ISL_5643054,AY.44,Delta
5186,EPI_ISL_5643074,AY.5,Delta
5187,EPI_ISL_5644019,B.1.243,B.1 Type
5188,EPI_ISL_5645742,P.1,Gamma
5189,EPI_ISL_5646452,P.1,Gamma
5190,EPI_ISL_5647286,P.1.14,Gamma
5191,EPI_ISL_5647504,P.1,Gamma
5192,EPI_ISL_5647844,P.1,Gamma
5193,EPI_ISL_5648545,P.1.14,Gamma
5194,EPI_ISL_5648713,P.1,Gamma
5195,EPI_ISL_5651029,P.1,Gamma
5196,EPI_ISL_5652259,P.1,Gamma
5197,EPI_ISL_5652842,P.1,Gamma
5198,EPI_ISL_5653074,P.1,Gamma
5199,EPI_ISL_5653878,P.4,B.1.1 Type
5200,EPI_ISL_5656043,P.1.15,Gamma
5201,EPI_ISL_5657318,AY.25,Delta
5202,EPI_ISL_5657325,AY.100,Delta
5203,EPI_ISL_5657632,AY.103,Delta
5204,EPI_ISL_5658987,AY.100,Delta
5205,EPI_ISL_5659524,P.1,Gamma
5206,EPI_ISL_5664477,P.1.14,Gamma
5207,EPI_ISL_5665393,P.1.14,Gamma
5208,EPI_ISL_5675409,AY.43,Delta
5209,EPI_ISL_5677417,P.1.14,Gamma
5210,EPI_ISL_5681548,AY.122,Delta
5211,EPI_ISL_5684567,AY.25.1,Delta
5212,EPI_ISL_5685276,AY.25.1,Delta
5213,EPI_ISL_5686713,AY.20,Delta
5214,EPI_ISL_5686801,AY.100,Delta
5215,EPI_ISL_5686832,AY.122,Delta
5216,EPI_ISL_5686926,AY.100,Delta
5217,EPI_ISL_5687013,AY.26,Delta
5218,EPI_ISL_5687208,AY.36,Delta
5219,EPI_ISL_5689563,AY.103,Delta
5220,EPI_ISL_5689753,AY.39.1,Delta
5221,EPI_ISL_5690108,AY.25.1,Delta
5222,EPI_ISL_5692723,AY.122,Delta
5223,EPI_ISL_5693297,AY.98.1,Delta
5224,EPI_ISL_5694905,AY.20,Delta
5225,EPI_ISL_5695569,AY.108,Delta
5226,EPI_ISL_5695630,B.1.429,B.1 Type
5227,EPI_ISL_5695875,B.1.1,B.1.1 Type
5228,EPI_ISL_5695886,B.1.243,B.1 Type
5229,EPI_ISL_5696049,B.1.565,B.1 Type
5230,EPI_ISL_5696077,B.1.163,B.1 Type
5231,EPI_ISL_5696127,B.1.405,B.1 Type
5232,EPI_ISL_5696225,B.1,B.1
5233,EPI_ISL_5696765,AY.47,Delta
5234,EPI_ISL_5699260,AY.29,Delta
5235,EPI_ISL_5700088,AY.29,Delta
5236,EPI_ISL_5701092,B.1.1.7,Alpha
5237,EPI_ISL_5702716,AY.29,Delta
5238,EPI_ISL_5703149,B.1.2,B.1 Type
5239,EPI_ISL_5704589,AY.29.1,Delta
5240,EPI_ISL_5713479,B.1.1.7,Alpha
5241,EPI_ISL_5715345,AY.29,Delta
5242,EPI_ISL_5715454,AY.29,Delta
5243,EPI_ISL_5717430,B.1.617.2,Delta
5244,EPI_ISL_5719653,AY.20,Delta
5245,EPI_ISL_5721126,AY.3,Delta
5246,EPI_ISL_5721274,AY.25.1,Delta
5247,EPI_ISL_5723353,AY.29,Delta
5248,EPI_ISL_5726005,AY.29,Delta
5249,EPI_ISL_5736307,B.1.1.7,Alpha
5250,EPI_ISL_5736955,AY.29,Delta
5251,EPI_ISL_5737839,AY.29,Delta
5252,EPI_ISL_5737874,AY.29,Delta
5253,EPI_ISL_5748330,AY.29,Delta
5254,EPI_ISL_5750875,B.1.1.7,Alpha
5255,EPI_ISL_5751537,AY.29,Delta
5256,EPI_ISL_5754165,AY.29,Delta
5257,EPI_ISL_5758319,B.1.1.7,Alpha
5258,EPI_ISL_5759742,AY.29.1,Delta
5259,EPI_ISL_5759996,AY.16,Delta
5260,EPI_ISL_5764461,C.37,B.1.1 Type
5261,EPI_ISL_5767886,AY.29,Delta
5262,EPI_ISL_5771032,AY.29,Delta
5263,EPI_ISL_5772786,AY.54,Delta
5264,EPI_ISL_5773438,AY.103,Delta
5265,EPI_ISL_5773449,AY.44,Delta
5266,EPI_ISL_5776607,AY.25,Delta
5267,EPI_ISL_5777221,AY.26,Delta
5268,EPI_ISL_5777570,AY.44,Delta
5269,EPI_ISL_5777629,AY.26,Delta
5270,EPI_ISL_5777679,AY.3,Delta
5271,EPI_ISL_5777730,AY.20,Delta
5272,EPI_ISL_5777747,AY.44,Delta
5273,EPI_ISL_5778103,AY.116.1,Delta
5274,EPI_ISL_5785160,AY.4,Delta
5275,EPI_ISL_5788277,AY.4.2,Delta
5276,EPI_ISL_5796031,AY.23,Delta
5277,EPI_ISL_5796462,AY.122,Delta
5278,EPI_ISL_5796625,AY.122.4,Delta
5279,EPI_ISL_5799203,AY.29,Delta
5280,EPI_ISL_5800764,P.1,Gamma
5281,EPI_ISL_5801425,P.1,Gamma
5282,EPI_ISL_5801451,P.1,Gamma
5283,EPI_ISL_5801561,P.1.14,Gamma
5284,EPI_ISL_5801660,P.1,Gamma
5285,EPI_ISL_5801710,P.1,Gamma
5286,EPI_ISL_5801886,P.1.14,Gamma
5287,EPI_ISL_5802445,P.1,Gamma
5288,EPI_ISL_5802556,P.1,Gamma
5289,EPI_ISL_5802650,P.1,Gamma
5290,EPI_ISL_5802672,P.1,Gamma
5291,EPI_ISL_5802804,AY.3,Delta
5292,EPI_ISL_5804015,AY.43,Delta
5293,EPI_ISL_5804534,B.1.617.2,Delta
5294,EPI_ISL_5813182,AY.128,Delta
5295,EPI_ISL_5822161,AY.126,Delta
5296,EPI_ISL_5823418,AY.4,Delta
5297,EPI_ISL_5823666,AY.4.2,Delta
5298,EPI_ISL_5827035,AY.4,Delta
5299,EPI_ISL_5830544,AY.4,Delta
5300,EPI_ISL_5834366,AY.111,Delta
5301,EPI_ISL_5835343,B.1.617.2,Delta
5302,EPI_ISL_5842298,AY.103,Delta
5303,EPI_ISL_5843698,B.1.438.1,B.1 Type
5304,EPI_ISL_5845449,AY.25.3,Delta
5305,EPI_ISL_5845846,AY.103,Delta
5306,EPI_ISL_5845951,AY.44,Delta
5307,EPI_ISL_5851960,AY.103,Delta
5308,EPI_ISL_5855526,AY.121,Delta
5309,EPI_ISL_5857887,AY.43,Delta
5310,EPI_ISL_5860924,AY.75,Delta
5311,EPI_ISL_5862039,AY.44,Delta
5312,EPI_ISL_5862100,AY.25,Delta
5313,EPI_ISL_5862244,AY.44,Delta
5314,EPI_ISL_5863951,AY.121,Delta
5315,EPI_ISL_5864776,AY.122,Delta
5316,EPI_ISL_5865989,AY.25.1,Delta
5317,EPI_ISL_5866116,AY.3.1,Delta
5318,EPI_ISL_5866131,AY.75,Delta
5319,EPI_ISL_5867923,AY.122,Delta
5320,EPI_ISL_5870184,AY.3,Delta
5321,EPI_ISL_5870412,AY.120.1,Delta
5322,EPI_ISL_5871638,AY.44,Delta
5323,EPI_ISL_5872766,AY.25,Delta
5324,EPI_ISL_5873636,AY.103,Delta
5325,EPI_ISL_5874086,AY.103,Delta
5326,EPI_ISL_5874559,AY.103,Delta
5327,EPI_ISL_5874690,AY.3,Delta
5328,EPI_ISL_5874734,AY.44,Delta
5329,EPI_ISL_5875344,AY.44,Delta
5330,EPI_ISL_5875587,B.1.617.2,Delta
5331,EPI_ISL_5876275,AY.44,Delta
5332,EPI_ISL_5876721,AY.3,Delta
5333,EPI_ISL_5876969,AY.75,Delta
5334,EPI_ISL_5877088,AY.4,Delta
5335,EPI_ISL_5877414,B.1.617.2,Delta
5336,EPI_ISL_5878293,AY.39,Delta
5337,EPI_ISL_5878305,AY.98.1,Delta
5338,EPI_ISL_5878472,AY.117,Delta
5339,EPI_ISL_5878872,AY.3,Delta
5340,EPI_ISL_5880288,AY.30,Delta
5341,EPI_ISL_5881064,AY.9.2,Delta
5342,EPI_ISL_5882370,AY.119,Delta
5343,EPI_ISL_5884365,AY.92,Delta
5344,EPI_ISL_5884598,AY.30,Delta
5345,EPI_ISL_5886258,B.1.617.2,Delta
5346,EPI_ISL_5886544,B.1.617.2,Delta
5347,EPI_ISL_5886704,AY.77,Delta
5348,EPI_ISL_5886781,B.1.621.1,B.1 Type
5349,EPI_ISL_5886901,B.1.1.7,Alpha
5350,EPI_ISL_5887336,AY.44,Delta
5351,EPI_ISL_5887675,B.1.36.18,B.1 Type
5352,EPI_ISL_5892580,AY.4.2.2,Delta
5353,EPI_ISL_5892710,AY.4,Delta
5354,EPI_ISL_5895004,AY.4,Delta
5355,EPI_ISL_5896611,AY.4,Delta
5356,EPI_ISL_5899473,B.1.177.81,B.1 Type
5357,EPI_ISL_5902552,AY.47,Delta
5358,EPI_ISL_5904816,AY.6,Delta
5359,EPI_ISL_5906517,AY.84,Delta
5360,EPI_ISL_5911348,AY.122,Delta
5361,EPI_ISL_5914496,B.1.160,B.1 Type
5362,EPI_ISL_5914881,AY.122,Delta
5363,EPI_ISL_5915309,P.1,Gamma
5364,EPI_ISL_5920404,AY.43,Delta
5365,EPI_ISL_5920660,B.1.1.7,Alpha
5366,EPI_ISL_5923983,AY.43.1,Delta
5367,EPI_ISL_5925761,AY.47,Delta
5368,EPI_ISL_5925785,AY.119,Delta
5369,EPI_ISL_5928548,AY.98.1,Delta
5370,EPI_ISL_5928834,B.1.617.2,Delta
5371,EPI_ISL_5929044,AY.103,Delta
5372,EPI_ISL_5929073,AY.75,Delta
5373,EPI_ISL_5929150,AY.103,Delta
5374,EPI_ISL_5929527,AY.103,Delta
5375,EPI_ISL_5929764,AY.103,Delta
5376,EPI_ISL_5929996,AY.20,Delta
5377,EPI_ISL_5931446,AY.43,Delta
5378,EPI_ISL_5931661,AY.3,Delta
5379,EPI_ISL_5932495,AY.26,Delta
5380,EPI_ISL_5934432,B.1.1.434,B.1.1 Type
5381,EPI_ISL_5935757,AY.100,Delta
5382,EPI_ISL_5945714,AY.109,Delta
5383,EPI_ISL_5947002,AY.75,Delta
5384,EPI_ISL_5947021,B.1.617.2,Delta
5385,EPI_ISL_5947544,AY.39,Delta
5386,EPI_ISL_5947689,AY.39,Delta
5387,EPI_ISL_5949398,AY.25,Delta
5388,EPI_ISL_5955573,AY.3,Delta
5389,EPI_ISL_5955647,AY.119,Delta
5390,EPI_ISL_5956632,AY.122,Delta
5391,EPI_ISL_5956643,AY.81,Delta
5392,EPI_ISL_5957372,AY.4,Delta
5393,EPI_ISL_5960614,AY.25,Delta
5394,EPI_ISL_5961037,AY.9.2,Delta
5395,EPI_ISL_5962123,AY.4,Delta
5396,EPI_ISL_5965765,AY.5,Delta
5397,EPI_ISL_5966708,AY.126,Delta
5398,EPI_ISL_5966867,AY.25,Delta
5399,EPI_ISL_5966907,AY.121,Delta
5400,EPI_ISL_5966975,AY.126,Delta
5401,EPI_ISL_5966984,AY.122,Delta
5402,EPI_ISL_5970221,AY.4,Delta
5403,EPI_ISL_5974913,AY.43,Delta
5404,EPI_ISL_5975981,AY.43,Delta
5405,EPI_ISL_5977300,AY.4,Delta
5406,EPI_ISL_5981855,AY.103,Delta
5407,EPI_ISL_5988102,AY.44,Delta
5408,EPI_ISL_5988441,AY.44,Delta
5409,EPI_ISL_5988715,AY.75,Delta
5410,EPI_ISL_5988775,AY.3,Delta
5411,EPI_ISL_5989780,AY.47,Delta
5412,EPI_ISL_5990278,B.1.526,B.1 Type
5413,EPI_ISL_5990625,AY.48,Delta
5414,EPI_ISL_5994623,P.1,Gamma
5415,EPI_ISL_5996600,AY.4,Delta
5416,EPI_ISL_5999324,AY.100,Delta
5417,EPI_ISL_6000241,AY.30,Delta
5418,EPI_ISL_6001836,AY.25.1,Delta
5419,EPI_ISL_6001840,AY.20,Delta
5420,EPI_ISL_6002096,AY.103,Delta
5421,EPI_ISL_6002822,AY.36,Delta
5422,EPI_ISL_6004612,AY.4,Delta
5423,EPI_ISL_6011796,AY.114,Delta
5424,EPI_ISL_6011803,AY.122,Delta
5425,EPI_ISL_6013652,AY.69,Delta
5426,EPI_ISL_6013679,AY.69,Delta
5427,EPI_ISL_6014178,AY.122.5,Delta
5428,EPI_ISL_6014576,AY.43,Delta
5429,EPI_ISL_6014801,AY.4.6,Delta
5430,EPI_ISL_6014963,AY.4.6,Delta
5431,EPI_ISL_6020463,AY.122,Delta
5432,EPI_ISL_6021794,AY.122,Delta
5433,EPI_ISL_6023211,AY.4,Delta
5434,EPI_ISL_6023375,AY.4,Delta
5435,EPI_ISL_6023399,AY.103,Delta
5436,EPI_ISL_6024666,AY.91,Delta
5437,EPI_ISL_6025608,AY.4,Delta
5438,EPI_ISL_6025847,AY.4.2,Delta
5439,EPI_ISL_6025938,AY.4,Delta
5440,EPI_ISL_6030177,AY.5,Delta
5441,EPI_ISL_6031999,AY.112,Delta
5442,EPI_ISL_6033948,AY.122,Delta
5443,EPI_ISL_6034146,AY.43,Delta
5444,EPI_ISL_6035868,AY.36,Delta
5445,EPI_ISL_6036395,AY.85,Delta
5446,EPI_ISL_6037412,AY.25.1,Delta
5447,EPI_ISL_6039300,AY.4,Delta
5448,EPI_ISL_6043381,AY.5,Delta
5449,EPI_ISL_6043919,AY.74,Delta
5450,EPI_ISL_6044145,AY.25.1,Delta
5451,EPI_ISL_6045987,AY.4,Delta
5452,EPI_ISL_6051004,AY.34.1,Delta
5453,EPI_ISL_6051554,AY.103,Delta
5454,EPI_ISL_6057264,AY.26,Delta
5455,EPI_ISL_6057427,AY.44,Delta
5456,EPI_ISL_6057957,AY.103,Delta
5457,EPI_ISL_6058413,AY.103,Delta
5458,EPI_ISL_6060435,AY.103,Delta
5459,EPI_ISL_6060950,AY.103,Delta
5460,EPI_ISL_6061738,AY.103,Delta
5461,EPI_ISL_6061856,AY.119,Delta
5462,EPI_ISL_6063589,AY.44,Delta
5463,EPI_ISL_6064411,AY.75,Delta
5464,EPI_ISL_6064620,AY.103,Delta
5465,EPI_ISL_6065889,AY.25.1,Delta
5466,EPI_ISL_6066848,AY.25,Delta
5467,EPI_ISL_6066990,AY.44,Delta
5468,EPI_ISL_6067928,AY.103,Delta
5469,EPI_ISL_6068062,AY.103,Delta
5470,EPI_ISL_6068342,AY.103,Delta
5471,EPI_ISL_6068402,AY.47,Delta
5472,EPI_ISL_6069047,AY.20,Delta
5473,EPI_ISL_6070143,AY.103,Delta
5474,EPI_ISL_6070199,AY.117,Delta
5475,EPI_ISL_6070484,AY.39,Delta
5476,EPI_ISL_6072238,AY.119.2,Delta
5477,EPI_ISL_6072755,AY.119,Delta
5478,EPI_ISL_6074095,AY.93,Delta
5479,EPI_ISL_6074185,AY.93,Delta
5480,EPI_ISL_6076645,AY.122,Delta
5481,EPI_ISL_6077605,AY.3.1,Delta
5482,EPI_ISL_6077794,AY.103,Delta
5483,EPI_ISL_6078161,AY.44,Delta
5484,EPI_ISL_6078553,AY.26,Delta
5485,EPI_ISL_6078681,AY.3,Delta
5486,EPI_ISL_6078693,AY.75,Delta
5487,EPI_ISL_6078741,AY.3,Delta
5488,EPI_ISL_6078745,AY.20,Delta
5489,EPI_ISL_6079149,AY.44,Delta
5490,EPI_ISL_6079216,AY.25,Delta
5491,EPI_ISL_6079537,AY.25,Delta
5492,EPI_ISL_6081217,AY.47,Delta
5493,EPI_ISL_6084387,AY.39,Delta
5494,EPI_ISL_6084818,AY.103,Delta
5495,EPI_ISL_6086586,AY.103,Delta
5496,EPI_ISL_6087125,AY.100,Delta
5497,EPI_ISL_6087196,AY.103,Delta
5498,EPI_ISL_6087552,AY.75,Delta
5499,EPI_ISL_6088102,AY.44,Delta
5500,EPI_ISL_6088145,AY.44,Delta
5501,EPI_ISL_6088571,AY.3,Delta
5502,EPI_ISL_6089152,AY.44,Delta
5503,EPI_ISL_6089308,B.1.617.2,Delta
5504,EPI_ISL_6090601,AY.37,Delta
5505,EPI_ISL_6091017,AY.103,Delta
5506,EPI_ISL_6091038,AY.119,Delta
5507,EPI_ISL_6091496,AY.122,Delta
5508,EPI_ISL_6097718,AY.20,Delta
5509,EPI_ISL_6097735,AY.20,Delta
5510,EPI_ISL_6097839,AY.20,Delta
5511,EPI_ISL_6097845,AY.20,Delta
5512,EPI_ISL_6097866,AY.26,Delta
5513,EPI_ISL_6097896,AY.20,Delta
5514,EPI_ISL_6097914,B.1.617.2,Delta
5515,EPI_ISL_6101814,AY.43,Delta
5516,EPI_ISL_6103139,AY.109,Delta
5517,EPI_ISL_6103569,AY.9,Delta
5518,EPI_ISL_6104117,B.1.617.2,Delta
5519,EPI_ISL_6114747,AY.98,Delta
5520,EPI_ISL_6116178,AY.129,Delta
5521,EPI_ISL_6116693,AY.122,Delta
5522,EPI_ISL_6116730,AY.125,Delta
5523,EPI_ISL_6116827,AY.9.2,Delta
5524,EPI_ISL_6774219,AY.92,Delta
5525,EPI_ISL_6772332,AY.101,Delta
5526,EPI_ISL_6772353,AY.101,Delta
5527,EPI_ISL_6773609,AY.122,Delta
5528,EPI_ISL_6774039,AY.79,Delta
5529,EPI_ISL_6786712,AY.25.1,Delta
5530,EPI_ISL_6786771,AY.39,Delta
5531,EPI_ISL_6786701,AY.25.1,Delta
5532,EPI_ISL_6787928,AY.122,Delta
5533,EPI_ISL_6784747,AY.103,Delta
5534,EPI_ISL_6786418,AY.44,Delta
5535,EPI_ISL_6788061,AY.3,Delta
5536,EPI_ISL_6785595,AY.120.1,Delta
5537,EPI_ISL_6789674,AY.3,Delta
5538,EPI_ISL_6789656,AY.103,Delta
5539,EPI_ISL_6790533,AY.103,Delta
5540,EPI_ISL_6790324,AY.44,Delta
5541,EPI_ISL_6790263,AY.117,Delta
5542,EPI_ISL_6790179,AY.103,Delta
5543,EPI_ISL_6790123,B.1.617.2,Delta
5544,EPI_ISL_6792753,AY.3,Delta
5545,EPI_ISL_6794019,AY.119,Delta
5546,EPI_ISL_6794442,AY.100,Delta
5547,EPI_ISL_6800375,AY.4,Delta
5548,EPI_ISL_6810190,AY.100,Delta
5549,EPI_ISL_6810310,AY.20,Delta
5550,EPI_ISL_6810324,AY.20,Delta
5551,EPI_ISL_6810355,AY.26,Delta
5552,EPI_ISL_6811982,AY.3,Delta
5553,EPI_ISL_6807943,AY.4,Delta
5554,EPI_ISL_6812545,AY.30,Delta
5555,EPI_ISL_6812565,AY.30,Delta
5556,EPI_ISL_6812519,AY.30,Delta
5557,EPI_ISL_6810019,AY.20,Delta
5558,EPI_ISL_6810055,AY.26,Delta
5559,EPI_ISL_6816408,AY.122,Delta
5560,EPI_ISL_6816135,AY.121,Delta
5561,EPI_ISL_6816168,AY.33,Delta
5562,EPI_ISL_6802122,AY.4,Delta
5563,EPI_ISL_3186543,B.1.623,B.1 Type
5564,EPI_ISL_6436381,B.1.258,B.1 Type
5565,EPI_ISL_6587765,AY.121,Delta
5566,EPI_ISL_3574465,AY.43,Delta
5567,EPI_ISL_3601848,B.1.1.7,Alpha
5568,EPI_ISL_6650955,AY.103,Delta
5569,EPI_ISL_6783813,AY.44,Delta
5570,EPI_ISL_6640781,B.1.258,B.1 Type
5571,EPI_ISL_6629399,AY.44,Delta
5572,EPI_ISL_6512026,AY.30,Delta
5573,EPI_ISL_1475596,B.1.1.7,Alpha
5574,EPI_ISL_2692884,B.1.466.2,B.1 Type
5575,EPI_ISL_6121259,AY.122,Delta
5576,EPI_ISL_6146711,AY.26,Delta
5577,EPI_ISL_6147482,AY.44,Delta
5578,EPI_ISL_6147582,AY.44,Delta
5579,EPI_ISL_6150611,AY.4.2,Delta
5580,EPI_ISL_6147043,AY.44,Delta
5581,EPI_ISL_6162977,AY.103,Delta
5582,EPI_ISL_6163941,AY.25.1,Delta
5583,EPI_ISL_6165930,AY.37,Delta
5584,EPI_ISL_6168513,AY.103,Delta
5585,EPI_ISL_6171774,AY.103,Delta
5586,EPI_ISL_6167577,AY.20,Delta
5587,EPI_ISL_6172323,AY.44,Delta
5588,EPI_ISL_6173355,AY.99.2,Delta
5589,EPI_ISL_6174816,AY.103,Delta
5590,EPI_ISL_6175160,AY.103,Delta
5591,EPI_ISL_6181465,AY.43,Delta
5592,EPI_ISL_6181837,AY.126,Delta
5593,EPI_ISL_6189530,AY.127,Delta
5594,EPI_ISL_6204960,AY.3.3,Delta
5595,EPI_ISL_6211842,AY.100,Delta
5596,EPI_ISL_6212452,AY.119,Delta
5597,EPI_ISL_6215000,AY.4,Delta
5598,EPI_ISL_6218829,AY.4,Delta
5599,EPI_ISL_6231041,AY.126,Delta
5600,EPI_ISL_6236337,AY.122,Delta
5601,EPI_ISL_6244132,AY.4,Delta
5602,EPI_ISL_6248893,AY.43,Delta
5603,EPI_ISL_6248326,AY.4.6,Delta
5604,EPI_ISL_6260650,AY.25,Delta
5605,EPI_ISL_6262428,B.1.429,B.1 Type
5606,EPI_ISL_6262350,AY.103,Delta
5607,EPI_ISL_6260900,AY.103,Delta
5608,EPI_ISL_6262128,AY.25,Delta
5609,EPI_ISL_6265336,AY.120,Delta
5610,EPI_ISL_6266600,B.1.617.2,Delta
5611,EPI_ISL_6267080,B.1.429,B.1 Type
5612,EPI_ISL_6280383,AY.36,Delta
5613,EPI_ISL_6296435,AY.122,Delta
5614,EPI_ISL_6298156,AY.4,Delta
5615,EPI_ISL_6300787,AY.4,Delta
5616,EPI_ISL_6312939,AY.25,Delta
5617,EPI_ISL_6310804,AY.107,Delta
5618,EPI_ISL_6310928,AY.119,Delta
5619,EPI_ISL_6324361,AY.4,Delta
5620,EPI_ISL_6316493,B.1.640.1,B.1 Type
5621,EPI_ISL_6325047,B.1.617.2,Delta
5622,EPI_ISL_6325049,AY.112.2,Delta
5623,EPI_ISL_6336396,AY.54,Delta
5624,EPI_ISL_6335916,AY.25,Delta
5625,EPI_ISL_6332204,AY.46.2,Delta
5626,EPI_ISL_6337749,AY.47,Delta
5627,EPI_ISL_6337868,AY.122,Delta
5628,EPI_ISL_6339258,AY.20,Delta
5629,EPI_ISL_6340376,AY.25,Delta
5630,EPI_ISL_6337676,AY.103,Delta
5631,EPI_ISL_6336832,AY.44,Delta
5632,EPI_ISL_6338637,AY.25.1,Delta
5633,EPI_ISL_6338420,AY.44,Delta
5634,EPI_ISL_6339802,AY.103,Delta
5635,EPI_ISL_6345392,AY.4,Delta
5636,EPI_ISL_6354850,AY.4,Delta
5637,EPI_ISL_6365078,AY.4,Delta
5638,EPI_ISL_6361302,AY.4,Delta
5639,EPI_ISL_6372170,AY.44,Delta
5640,EPI_ISL_6366857,AY.107,Delta
5641,EPI_ISL_6369980,AY.121,Delta
5642,EPI_ISL_6368669,B.1.36.29,B.1 Type
5643,EPI_ISL_6371167,AY.100,Delta
5644,EPI_ISL_6370873,AY.44,Delta
5645,EPI_ISL_6370877,AY.44,Delta
5646,EPI_ISL_6371895,AY.103,Delta
5647,EPI_ISL_6370588,AY.103,Delta
5648,EPI_ISL_6368355,AY.121,Delta
5649,EPI_ISL_6372273,AY.20,Delta
5650,EPI_ISL_6380998,AY.43,Delta
5651,EPI_ISL_6381591,AY.100,Delta
5652,EPI_ISL_6387865,AY.3,Delta
5653,EPI_ISL_6389638,AY.118,Delta
5654,EPI_ISL_6391229,AY.119.2,Delta
5655,EPI_ISL_6391289,AY.103,Delta
5656,EPI_ISL_6392124,AY.20,Delta
5657,EPI_ISL_6391541,AY.3,Delta
5658,EPI_ISL_6407238,AY.39.1,Delta
5659,EPI_ISL_6407480,AY.103,Delta
5660,EPI_ISL_6408430,AY.25,Delta
5661,EPI_ISL_6414958,AY.103,Delta
5662,EPI_ISL_6415821,AY.26,Delta
5663,EPI_ISL_6419625,AY.46.4,Delta
5664,EPI_ISL_6418962,AY.103,Delta
5665,EPI_ISL_6424164,AY.33,Delta
5666,EPI_ISL_6424859,AY.122,Delta
5667,EPI_ISL_6421785,AY.103,Delta
5668,EPI_ISL_6421886,AY.25.3,Delta
5669,EPI_ISL_6425822,AY.43,Delta
5670,EPI_ISL_6436157,AY.4,Delta
5671,EPI_ISL_6432593,AY.4.2.2,Delta
5672,EPI_ISL_6476763,AY.25,Delta
5673,EPI_ISL_6477057,AY.122,Delta
5674,EPI_ISL_6481680,AY.3,Delta
5675,EPI_ISL_6484104,P.1,Gamma
5676,EPI_ISL_6490059,AY.44,Delta
5677,EPI_ISL_6491815,B.1,B.1
